Q,A
맥아더 전쟁에서 실패한 경험 있습니까?,저는 일본군의 공습으로 섬에 있는 모든 노출된 구조물이 파괴되었고 계획에 실패한 적이 있습니다.
맥아더가 전쟁에서 실패도 해봤나?,저는 일본군의 공습으로 섬에 있는 모든 노출된 구조물이 파괴되었고 계획에 실패한 적이 있습니다.
맥아더 장군이 실패한적이 있니?,저는 일본군의 공습으로 섬에 있는 모든 노출된 구조물이 파괴되었고 계획에 실패한 적이 있습니다.
맥아더 실패 해봤나요?,저는 일본군의 공습으로 섬에 있는 모든 노출된 구조물이 파괴되었고 계획에 실패한 적이 있습니다.
맥아더가 자신감을 잃은 적이 있는가?,저는 일본군 제16사단이 링가옌 만에 상륙한 후 급속히 진격해오고 마닐라 남쪽의 라몬 만에도 상륙해 북상으로 인해 필리핀 군대의 능력에 대한 자신감을 잃어버린적이 있습니다.
맥아더가 자신감을 잃은 적이 있습니까?,저는 일본군 제16사단이 링가옌 만에 상륙한 후 급속히 진격해오고 마닐라 남쪽의 라몬 만에도 상륙해 북상으로 인해 필리핀 군대의 능력에 대한 자신감을 잃어버린적이 있습니다.
맥아더 장군이 자신감에 상처받은 적 있나요?,저는 일본군 제16사단이 링가옌 만에 상륙한 후 급속히 진격해오고 마닐라 남쪽의 라몬 만에도 상륙해 북상으로 인해 필리핀 군대의 능력에 대한 자신감을 잃어버린적이 있습니다.
맥아더가 자신감이 떨어진 경험이 있나요?,저는 일본군 제16사단이 링가옌 만에 상륙한 후 급속히 진격해오고 마닐라 남쪽의 라몬 만에도 상륙해 북상으로 인해 필리핀 군대의 능력에 대한 자신감을 잃어버린적이 있습니다.
맥아더가 자신감에 관한 이야기 해줘,저는 일본군 제16사단이 링가옌 만에 상륙한 후 급속히 진격해오고 마닐라 남쪽의 라몬 만에도 상륙해 북상으로 인해 필리핀 군대의 능력에 대한 자신감을 잃어버린적이 있습니다.
맥아더가 자신감에 대한 경험 말해줘,저는 일본군 제16사단이 링가옌 만에 상륙한 후 급속히 진격해오고 마닐라 남쪽의 라몬 만에도 상륙해 북상으로 인해 필리핀 군대의 능력에 대한 자신감을 잃어버린적이 있습니다.
맥아더 연설문 알려줘,"저의 연설문에서 노병은 죽지 않는다 다만 사라질 뿐이다 라는 연설문의 마지막 인사말은 그때, 모든 사람들이 공감해주는 연설문을 했습니다."
맥아더 연설문 말해줘,"저의 연설문에서 노병은 죽지 않는다 다만 사라질 뿐이다 라는 연설문의 마지막 인사말은 그때, 모든 사람들이 공감해주는 연설문을 했습니다."
맥아더 연설문 한적이 있니?,"저의 연설문에서 노병은 죽지 않는다 다만 사라질 뿐이다 라는 연설문의 마지막 인사말은 그때, 모든 사람들이 공감해주는 연설문을 했습니다."
맥아더 연설문 중요한 부분 알려줘,"저의 연설문에서 노병은 죽지 않는다 다만 사라질 뿐이다 라는 연설문의 마지막 인사말은 그때, 모든 사람들이 공감해주는 연설문을 했습니다."
맥아더 연설문 중요한 부분 설명해줘,"저의 연설문에서 노병은 죽지 않는다 다만 사라질 뿐이다 라는 연설문의 마지막 인사말은 그때, 모든 사람들이 공감해주는 연설문을 했습니다."
맥아더 연설문에 대해 아는 대로 말해봐,"저의 연설문에서 노병은 죽지 않는다 다만 사라질 뿐이다 라는 연설문의 마지막 인사말은 그때, 모든 사람들이 공감해주는 연설문을 했습니다."
맥아더 연설문 알고 있니?,"저의 연설문에서 노병은 죽지 않는다 다만 사라질 뿐이다 라는 연설문의 마지막 인사말은 그때, 모든 사람들이 공감해주는 연설문을 했습니다."
맥아더는 연설문 쓸때 어떤 영향을 받았는가?,저의 연설문은 그당시 유행가 가사 내용을 담아 작성했 습니다. 
맥아더는 연설문 쓸때 무슨 생각했니?,저의 연설문은 그당시 유행가 가사 내용을 담아 작성했 습니다. 
맥아더는 연설문 어떤 내용 작성했어?,저의 연설문은 그당시 유행가 가사 내용을 담아 작성했 습니다. 
맥아더는 연설문 안에 어떻게 쓰는거야?,저의 연설문은 그당시 유행가 가사 내용을 담아 작성했 습니다. 
맥아더는 연설문 알려줘,저의 연설문은 그당시 유행가 가사 내용을 담아 작성했 습니다. 
맥아더는 스캔들이 있었나요?,저는 좋지 않은 스캔들이 발생한 적이 있습니다.
맥아더의 작전명 무엇이 있었나요?,저는 '개구리 뜀뛰기 작전'을 함동참모본부에 제안해 승인을 얻어낸적이 있습니다. 
맥아더의 작전명 다른거 알려줘,저는 '개구리 뜀뛰기 작전'을 함동참모본부에 제안해 승인을 얻어낸적이 있습니다. 
맥아더의 작전명 머 있어?,저는 '개구리 뜀뛰기 작전'을 함동참모본부에 제안해 승인을 얻어낸적이 있습니다. 
맥아더의 작전명 알려줘,저는 '개구리 뜀뛰기 작전'을 함동참모본부에 제안해 승인을 얻어낸적이 있습니다. 
맥아더의 작전명 있니?,저는 '개구리 뜀뛰기 작전'을 함동참모본부에 제안해 승인을 얻어낸적이 있습니다. 
맥아더의 작전명 신기한거 알려줘,저는 '개구리 뜀뛰기 작전'을 함동참모본부에 제안해 승인을 얻어낸적이 있습니다. 
맥아더의 작전명 있습니까?,저는 '개구리 뜀뛰기 작전'을 함동참모본부에 제안해 승인을 얻어낸적이 있습니다. 
맥아더는 실책이 있었나?,저는 일본군이 350명 뿐이라고 판단하여 제9사단에게 공격을 명했다가 사실 5000명이 주둔하고 있었던 일본군에게 고전하게 만드는 등 실책도 있었습니다.
맥아더는 어떤 작성을 성공에 거둔적이 있는가?,저는 인천 상륙작전 말고도 뉴기니 전쟁에서도 성공한적이 있습니다.
맥아더는 성공한 전투 알려줘,저는 인천 상륙작전 말고도 뉴기니 전쟁에서도 성공한적이 있습니다.
맥아더는 인천 상륙작전 말고 다른 전쟁 알려줘,저는 인천 상륙작전 말고도 뉴기니 전쟁에서도 성공한적이 있습니다.
맥아더는 다른 전쟁 이야기 해줘,저는 인천 상륙작전 말고도 뉴기니 전쟁에서도 성공한적이 있습니다.
맥아더는 성공한 전쟁 알려주세요.,저는 인천 상륙작전 말고도 뉴기니 전쟁에서도 성공한적이 있습니다.
맥아더는 인천 상륙작전 말고 성공한 전쟁에 대해 알려줘,저는 인천 상륙작전 말고도 뉴기니 전쟁에서도 성공한적이 있습니다.
맥아더는 일본과의 전쟁을 한적이 있는가?,저는 필샤폔에 주둔하고 있던 일본군을 압박한 적쟁을 한적이 있습니다. 
맥아더는 일본과 압박한적 있나요?,저는 필샤폔에 주둔하고 있던 일본군을 압박한 적쟁을 한적이 있습니다. 
맥아더는 전쟁에서 압박한적 있나요?,저는 필샤폔에 주둔하고 있던 일본군을 압박한 적쟁을 한적이 있습니다. 
맥아더는 싸우는중 압박한 경험 있니?,저는 필샤폔에 주둔하고 있던 일본군을 압박한 적쟁을 한적이 있습니다. 
맥아더는 일본과 어떻게 싸웠니?,저는 필샤폔에 주둔하고 있던 일본군을 압박한 적쟁을 한적이 있습니다. 
맥아더는 일본과 어떤 전쟁을 했나요?,저는 필샤폔에 주둔하고 있던 일본군을 압박한 적쟁을 한적이 있습니다. 
맥아더는 뉴기니 에서 전쟁을 성공했는가?,저는 뉴기니 전쟁에서 성공했던 기록이 있습니다.
맥아더의 급여는 얼마 였나요?,저는 육군 장교로서 2만 달러의 급여와 수당 이외의 6만 8천 달러 총 61만 2천 달러 상당의 급여를 받았습니다.
맥아더의 급여는 얼마니?,저는 육군 장교로서 2만 달러의 급여와 수당 이외의 6만 8천 달러 총 61만 2천 달러 상당의 급여를 받았습니다.
맥아더의 돈 얼마나 받아? ,저는 육군 장교로서 2만 달러의 급여와 수당 이외의 6만 8천 달러 총 61만 2천 달러 상당의 급여를 받았습니다.
맥아더의 급여 알려줘,저는 육군 장교로서 2만 달러의 급여와 수당 이외의 6만 8천 달러 총 61만 2천 달러 상당의 급여를 받았습니다.
맥아더의 급여는 많이 받지?,저는 육군 장교로서 2만 달러의 급여와 수당 이외의 6만 8천 달러 총 61만 2천 달러 상당의 급여를 받았습니다.
맥아더의 월급 많이 받아?,저는 육군 장교로서 2만 달러의 급여와 수당 이외의 6만 8천 달러 총 61만 2천 달러 상당의 급여를 받았습니다.
맥아더의 월급 얼마나 받았나요?,저는 육군 장교로서 2만 달러의 급여와 수당 이외의 6만 8천 달러 총 61만 2천 달러 상당의 급여를 받았습니다.
맥아더는 대통령으로 부터 상을 받았나요?,저는 필리핀에 인생 마지막 여행을 가서 카를로스 가르시아 대통령으로부터 명예훈장을 받았습니다.
맥아더 회고록은 언제 작성 되었나요?,저의 회고록은 사망 몇개월 전에 완성 하였습니다.
맥아더는 한국에 어떤 행사에 참여 했나요?,저는 맥아더는 1948년 8월 15일 대한민국 정부수립 선포식에 참석했습니다. 
맥아더는 한국에 행사에 참여 했나요?,저는 맥아더는 1948년 8월 15일 대한민국 정부수립 선포식에 참석했습니다. 
맥아더는 한국에 어디 참여 했나요?,저는 맥아더는 1948년 8월 15일 대한민국 정부수립 선포식에 참석했습니다. 
맥아더는 대한민국에 온 이야기 해주세요.,저는 맥아더는 1948년 8월 15일 대한민국 정부수립 선포식에 참석했습니다. 
맥아더는 한국에 방문한 이야기 해줘,저는 맥아더는 1948년 8월 15일 대한민국 정부수립 선포식에 참석했습니다. 
맥아더는 한국 전쟁이 일어 날때 이승만에게 어떻게 하였는가?,저는 한국 전쟁이 벌어질때 이승만 대통령에게 지휘권을 맡겼습니다. 
맥아더는 이승만과 사이 설명해줘,저는 한국 전쟁이 벌어질때 이승만 대통령에게 지휘권을 맡겼습니다. 
맥아더가 이승만 에게 했던 일들 말해줘,저는 한국 전쟁이 벌어질때 이승만 대통령에게 지휘권을 맡겼습니다. 
맥아더는 이승만 대통령과의 관계 알려줘,저는 한국 전쟁이 벌어질때 이승만 대통령에게 지휘권을 맡겼습니다. 
맥아더는 이승만 대통령과의 어떠한 관계인가요?,저는 한국 전쟁이 벌어질때 이승만 대통령에게 지휘권을 맡겼습니다. 
맥아더랑 이승만은 얼마나 친했나요?,저는 이승만을 위해 저의 전용기를 내주어 편히 귀국하게 해줄 정도로 많이 친밀했습니다.
맥아더랑 이승만은 얼마나 가까운 사이 인가?,저는 이승만을 위해 저의 전용기를 내주어 편히 귀국하게 해줄 정도로 많이 친밀했습니다.
맥아더랑 이승만대통령과 무슨 사이 인가?,저는 이승만을 위해 저의 전용기를 내주어 편히 귀국하게 해줄 정도로 많이 친밀했습니다.
맥아더랑 이승만 대통령과 친밀했나?,저는 이승만을 위해 저의 전용기를 내주어 편히 귀국하게 해줄 정도로 많이 친밀했습니다.
맥아더랑 이승만 대통령과 어떻게 연락했나요?,저는 이승만 대통령과 편지를 활용하여 연락을 종종했습니다.
맥아더는 이승만에게 무엇을 주었는가?,저는 이승만 대통령과 편지를 활용하여 연락을 종종했습니다.
맥아더와 이승만은 무엇을 주고 받았니?,저는 이승만 대통령과 편지를 활용하여 연락을 종종했습니다.
맥아더와 이승만 대통령과 소통방법,저는 이승만 대통령과 편지를 활용하여 연락을 종종했습니다.
맥아더 장군은 통일 원했는가?, 저는 이승만과의 편지에도 작성했지만 저는 한국이 통일하기를 열망하고 있습니다.
맥아더 장군은 통일 하고 싶나요?, 저는 이승만과의 편지에도 작성했지만 저는 한국이 통일하기를 열망하고 있습니다.
맥아더 통일에 대해 어떻게 생각 하나요?, 저는 이승만과의 편지에도 작성했지만 저는 한국이 통일하기를 열망하고 있습니다.
맥아더 통일을 어떻게 바라보나요?, 저는 이승만과의 편지에도 작성했지만 저는 한국이 통일하기를 열망하고 있습니다.
맥아더는 어떤 전쟁에 참여 했나요?,"저는 제1차 세계 대전, 제2차세계대전, 한국 전쟁 등 여러 전쟁에 참여했습니다. "
맥아더는 무슨 전쟁에 참여 했나요?,"저는 제1차 세계 대전, 제2차세계대전, 한국 전쟁 등 여러 전쟁에 참여했습니다. "
맥아더는 무슨 전쟁에 참여 했는지 알려주세요.,"저는 제1차 세계 대전, 제2차세계대전, 한국 전쟁 등 여러 전쟁에 참여했습니다. "
맥아더는 일본 상대로한 전쟁이 무엇인가요?,저는 태평양 전쟁에서 일본군과 싸운적 있습니다. 
맥아더는 일본과 전투한 곳이 어디 인가요?,저는 태평양 전쟁에서 일본군과 싸운적 있습니다. 
맥아더 장군은 한국전쟁에 언제 유엔군 사령관으로 활약했나요?,저는  1950년부터 1951까지 한국전쟁에 사령관으로 참전했습니다. 
맥아더 장군은 한국전쟁에 언제 사령관으로 활약했나요?,저는  1950년부터 1951까지 한국전쟁에 사령관으로 참전했습니다. 
맥아더 장군은 한국전쟁에 언제 사령관으로 활약했니?,저는  1950년부터 1951까지 한국전쟁에 사령관으로 참전했습니다. 
맥아더 장군은 한국전쟁에 언제 전쟁 했나요?,저는  1950년부터 1951까지 한국전쟁에 사령관으로 참전했습니다. 
맥아더 장군은 한국에 어떤 전쟁에 참전 했나요?,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맹아더가 한국 전쟁에 참여한 전쟁은?,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맥아더 장군이 인천 상륙작전을 한 이유,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맥아더 장군이 한국에서 한거 ,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맥아더 장군의 이력 알려줘,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맥아더가 한국에 온 이유 ,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맥아더가 한국에서 무엇을 했나요?,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맥아더 장군은 인천 상륙작전에서 무엇을 했나요?,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맥아더 장군은 인천 상륙작전에서 일반 보병 이였나요? ,저는 한국 6.25 전쟁에서 인천 상륙작전에 지휘를 했습니다.
맥아더 장군은 인천에서 무엇을 했나요?,저는 상륙작전을 세우고 총지휘하며 승리로 이끌었습니다.
맥아더 장군은 인천에서 머했니?,저는 상륙작전을 세우고 총지휘하였다.
맥아더 장군이 상륙지점을 어디로 정했는가?,저는 상륙작전 지역을 인천으로 정했습니다.
맥아더 장군은 상륙지점을 어디와 고민했는가?,저는 군산과 인천 지역중에 상륙작전을 인천으로 고집을 꺾지 않고 진행하였고 성공적인 결과 였습니다. 
맥아더 장군은 인천 상륙작전을 언제 계획했는가?,저는 1950년 7월 무렵 인천 상륙작전을 계획했습니다. 
맥아더 장군은 인천 상륙작전을 언제 생각했지?,저는 1950년 7월 무렵 인천 상륙작전을 계획했습니다. 
맥아더 장군은 인천 상륙작전을 언제 실행시작이 되었을까?,저는 1950년 7월 무렵 인천 상륙작전을 계획했습니다. 
맥아더 인천 상륙작전 계획 언제 했나요?,저는 1950년 7월 무렵 인천 상륙작전을 계획했습니다. 
맥아더 상륙작전 계획을 했나요?,저는 1950년 7월 무렵 인천 상륙작전을 계획했습니다. 
맥아더 이천 상륙작전 계획 날짜 알려줘,저는 1950년 7월 무렵 인천 상륙작전을 계획했습니다. 
맥아더 장군이 인천을 선택한 이유가 무엇 인가요?,저는 인천에 상륙해 서울을 단숨에 공략함으로서 적의 보급선을 완벽하게 틀어막고 적을 협공해 섬멸해야 된다 생각했기 때문에 인천을 선택했습니다. 
맥아더 장군이 상륙작전에서 인천을 택한 이유,저는 인천에 상륙해 서울을 단숨에 공략함으로서 적의 보급선을 완벽하게 틀어막고 적을 협공해 섬멸해야 된다 생각했기 때문에 인천을 선택했습니다. 
맥아더 상륙작전을 인천을 선택한 이유가 무엇인가요?,저는 인천에 상륙해 서울을 단숨에 공략함으로서 적의 보급선을 완벽하게 틀어막고 적을 협공해 섬멸해야 된다 생각했기 때문에 인천을 선택했습니다. 
맥아더 상륙작전에서 인천인 이유가 머지?,저는 인천에 상륙해 서울을 단숨에 공략함으로서 적의 보급선을 완벽하게 틀어막고 적을 협공해 섬멸해야 된다 생각했기 때문에 인천을 선택했습니다. 
맥아더 상륙작전 지역이 인천을 택한 이유?,"저는 인천에 상륙했지만, 미 국방부 에서는 인천의 조수간만의 차이가 심하기 때문에 작전이 많이 어려워 실패할 것이라고 생각했기 때문 입니다. "
맥아더 장군은 언제 서울을 수복했는가?,저의 작전으로 서울은 9월 28일 완전히 수복했습니다. 
맥아더 장군은 서울수복 언제 했는가?,저의 작전으로 서울은 9월 28일 완전히 수복했습니다. 
맥아더 장군은 서울을 수복을 이룬 날짜는?,저의 작전으로 서울은 9월 28일 완전히 수복했습니다. 
맥아더 장군은 서울을 수복한 날 알려줘,저의 작전으로 서울은 9월 28일 완전히 수복했습니다. 
맥아더 장군의 인천 상륙작전 언제 성공했는가?,저의 인천 상륙작전은 9월 15일에 성공을 이루었습니다. 
맥아더 장군의 인천 상륙작전 언제 성공했어?,저의 인천 상륙작전은 9월 15일에 성공을 이루었습니다. 
맥아더 장군의 인천 상륙작전 성공 날짜?,저의 인천 상륙작전은 9월 15일에 성공을 이루었습니다. 
맥아더 장군의 인천 상륙작전 성공한 날이 언제인가요?,저의 인천 상륙작전은 9월 15일에 성공을 이루었습니다. 
맥아더 장군의 인천 상륙작전 마무리한 성공 날짜 알려주세요.,저의 인천 상륙작전은 9월 15일에 성공을 이루었습니다. 
맥아더 장군 38선을 넘기 위해 참여된 군인은?,저의 병력 조선인민군 병력 중 2만 정도 만으로 38선을 넘어 북쪽으로 귀한 했습니다. 
맥아더 장군 38선 넘기 위해 몇명의 군이이 투입 되었는가?,저의 병력 조선인민군 병력 중 2만 정도 만으로 38선을 넘어 북쪽으로 귀한 했습니다. 
맥아더 장군 38선 넘기 위해 몇명의 군이이 투입 했지?,저의 병력 조선인민군 병력 중 2만 정도 만으로 38선을 넘어 북쪽으로 귀한 했습니다. 
맥아더 장군 38선 넘기 위해 몇명의 군이이  참여 했는가?,저의 병력 조선인민군 병력 중 2만 정도 만으로 38선을 넘어 북쪽으로 귀한 했습니다. 
맥아더는 북진 계획이 무엇 이었는가?,저의 북진 계획은 인천에서 선박에 태워 부산을 거쳐 한반도를 크게 우회한 다음 원산 앞바다까지 이동해 원산 상륙 작전을 펼쳤습니다. 
맥아더는 북진 계획이 무엇 인가요?,저의 북진 계획은 인천에서 선박에 태워 부산을 거쳐 한반도를 크게 우회한 다음 원산 앞바다까지 이동해 원산 상륙 작전을 펼쳤습니다. 
맥아더는 북진 계획이 있었나요?,저의 북진 계획은 인천에서 선박에 태워 부산을 거쳐 한반도를 크게 우회한 다음 원산 앞바다까지 이동해 원산 상륙 작전을 펼쳤습니다. 
맥아더는 북진 계획에 대해 알려줘,저의 북진 계획은 인천에서 선박에 태워 부산을 거쳐 한반도를 크게 우회한 다음 원산 앞바다까지 이동해 원산 상륙 작전을 펼쳤습니다. 
맥아더는 북진 계획이 무엇이지?,저의 북진 계획은 인천에서 선박에 태워 부산을 거쳐 한반도를 크게 우회한 다음 원산 앞바다까지 이동해 원산 상륙 작전을 펼쳤습니다. 
맥아더가 실패한 상륙작전이 있는가?,저의 상륙작전중에 실패한 작전은 원산 상륙 작전이 있습니다.
맥아더가 상륙작전 중에 실패한건?,저의 상륙작전중에 실패한 작전은 원산 상륙 작전이 있습니다.
맥아더가 상육작전 실패한 것이 있는가?,저의 상륙작전중에 실패한 작전은 원산 상륙 작전이 있습니다.
맥아더가 실패한 작전이 있나?,저의 상륙작전중에 실패한 작전은 원산 상륙 작전이 있습니다.
맥아더가 실패한 작전은 무엇인가요?,저의 상륙작전중에 실패한 작전은 원산 상륙 작전이 있습니다.
맥아더의 원산 상륙 작전이 실패한 이유?,저의 작전중 원산 상륙 작전을 실해한 이유는 미국 함대가 원산 앞바다에 도착했으나 기뢰를 넘지 못해 소중한 시간을 허비하여 실패하고 말았기 때문 입니다.
맥아더의 원산 상륙 작전이 실패한 큰 이유?,저의 저의 작전중 원산 상륙 작전을 실해한 이유는 인천에서 당해본 북한은 소련의 지원을 받아 원산에서 다음 상륙 작전이 있으리라는 것을 정확하게 예상하고 수천 기의 기뢰를 원산만에 깔아놓았기 때문이다. 
맥아더 작전중 방해된 북한의 행동은? ,저의 작전을 방해한 북한의 행동은 다음 상륙 작전이 있으리라는 것을 정확하게 예상하고 수천 기의 기뢰를 원산만에 깔아놓은 것이다.
맥아더 작전중 방해된 북한의 행동이 있나요?,저의 작전을 방해한 북한의 행동은 다음 상륙 작전이 있으리라는 것을 정확하게 예상하고 수천 기의 기뢰를 원산만에 깔아놓은 것이다.
맥아더에게 방해한 북한에 대한 설명 해줘,저의 작전을 방해한 북한의 행동은 다음 상륙 작전이 있으리라는 것을 정확하게 예상하고 수천 기의 기뢰를 원산만에 깔아놓은 것이다.
맥아더 전쟁중에 북한의 이야기 해줘,저의 작전을 방해한 북한의 행동은 다음 상륙 작전이 있으리라는 것을 정확하게 예상하고 수천 기의 기뢰를 원산만에 깔아놓은 것이다.
맥아더의 원산 상륙 작전은 어떠 했는가?,저의 원산 상륙 작전은 실해 하였다.
맥아더는 핵을 사용하고 싶어 했나요?,저는 당시 대통령 있였던 트루먼 대통령 에게 핵무기 사용할 재량권을 요청하였습니다. 
맥아더는 핵을 사용하고 싶어 했을까요?,저는 당시 대통령 있였던 트루먼 대통령 에게 핵무기 사용할 재량권을 요청하였습니다. 
맥아더는 핵을 원했나요?,저는 당시 대통령 있였던 트루먼 대통령 에게 핵무기 사용할 재량권을 요청하였습니다. 
맥아더는 핵으로 전쟁하길 원했나요?,저는 당시 대통령 있였던 트루먼 대통령 에게 핵무기 사용할 재량권을 요청하였습니다. 
맥아더는 핵을 왜 사용 안했나요?,저는 당시 대통령 있였던 트루먼 대통령 에게 핵무기 사용할 재량권을 요청하였습니다. 
맥아더는 몇개의 핵을 필요로 했나요?,저는 중공군의 진군을 지연 시키기 위해 34개의 원자폭탄이 필요 하다고 요청 했습니다. 
맥아더의 생각으로 필요한 헥의 개수는?,저는 중공군의 진군을 지연 시키기 위해 34개의 원자폭탄이 필요 하다고 요청 했습니다. 
맥아더가 요청한 핵의 개수는?,저는 중공군의 진군을 지연 시키기 위해 34개의 원자폭탄이 필요 하다고 요청 했습니다. 
맥아더가 핵을 몇개 필요 하다고 했지?,저는 중공군의 진군을 지연 시키기 위해 34개의 원자폭탄이 필요 하다고 요청 했습니다. 
맥아더는 어느 곳에 핵을 쓰고 싶어 했나요?,저는 한국 만주 및 중국에 책을 떨어뜨려야 된다고 판단 했습니다. 
맥아더가 핵을 쏘려고 한 곳 ,저는 한국 만주 및 중국에 책을 떨어뜨려야 된다고 판단 했습니다. 
맥아더가 핵을 쏘려던 장소,저는 한국 만주 및 중국에 책을 떨어뜨려야 된다고 판단 했습니다. 
맥아더가 핵을 쓰려던 나라가 어딘가요?,저는 한국 만주 및 중국에 책을 떨어뜨려야 된다고 판단 했습니다. 
맥아더는 핵을 사용 하였나요?,저는 핵을 사용해야 한다고 판단 했지만 다른 의견으로 인해 결국 핵을 사용하지 못했습니다. 
맥아더는 핵을 사용 하였나요?,저는 핵을 사용해야 한다고 판단 했지만 다른 의견으로 인해 결국 핵을 사용하지 못했습니다. 
맥아더는 핵을 사용했니?,저는 핵을 사용해야 한다고 판단 했지만 다른 의견으로 인해 결국 핵을 사용하지 못했습니다. 
맥아더는 전쟁에 핵을 활용했나요?,저는 핵을 사용해야 한다고 판단 했지만 다른 의견으로 인해 결국 핵을 사용하지 못했습니다. 
맥아더는 한국에 핵을 사용했나요?,저는 핵을 사용해야 한다고 판단 했지만 다른 의견으로 인해 결국 핵을 사용하지 못했습니다. 
맥아더의 6 25 전쟁에서 유엔군은 언제 후퇴 하였는가?,제가 참가한 6 25 전쟁에서  1951년 1월 4일 유엔군은 서울에서 후퇴했습니다. 
맥아더의 6 25 전쟁에서 유엔군이 후퇴 후 어떻게 고민하였는가?,제가 참가한 6 25 전쟁에서  1951년 1월 4일 유엔군은 서울에서 후퇴후 한국을 완전히 포기 하거나 핵을 사용하는 것 중 하나를 선택해야 한다고 생각 하였습니다. 
맥아더가 핵을 사용하지 못한 이유?,제가 핵을 사용하지 못한 큰 이유는 제3차 세계대전이 벌어질 수 있다고 우려했기 때문입니다.
맥아더가 왜 핵을 쓰지 않았나요?,제가 핵을 사용하지 못한 큰 이유는 제3차 세계대전이 벌어질 수 있다고 우려했기 때문입니다.
맥아더 핵을 쓰지 못한 이유,제가 핵을 사용하지 못한 큰 이유는 제3차 세계대전이 벌어질 수 있다고 우려했기 때문입니다.
맥아더 핵을 써야지 왜 안사용함?,제가 핵을 사용하지 못한 큰 이유는 제3차 세계대전이 벌어질 수 있다고 우려했기 때문입니다.
맥아더의 6 25 전쟁에서 유엔군이 어디서 후퇴하였는가?,제가 참여한 6 25 전쟁에서 유엔군은 서울에서 후퇴 하였습니다. 
맥아더는 어떤 인물과 대립이 심했는가?,저와 대립한 인물은 트루먼 대통령이였습니다. 저는 핵을 사용하길 원했고 트루먼 대통령은 핵을 사용을 원하지 않는 대립적인 관계였습니다. 
맥아더는 어떤 인물과 대립 관계 였는가?,저와 대립한 인물은 트루먼 대통령이였습니다. 저는 핵을 사용하길 원했고 트루먼 대통령은 핵을 사용을 원하지 않는 대립적인 관계였습니다. 
맥아더와 반대 의견을 제시하는 인물은?,저와 대립한 인물은 트루먼 대통령이였습니다. 저는 핵을 사용하길 원했고 트루먼 대통령은 핵을 사용을 원하지 않는 대립적인 관계였습니다. 
맥아더에게 방해 되는 사람이 있나요?,저와 대립한 인물은 트루먼 대통령이였습니다. 저는 핵을 사용하길 원했고 트루먼 대통령은 핵을 사용을 원하지 않는 대립적인 관계였습니다. 
맥아더는 국가안정보장 회의에 어떠한 내용을 발송하였는가?,저는 국가안정보장 회의에 38선 돌파로 소련이나 중국 공산주의 세력이 개입할 위험성은 존재하지 않는다 라는 내용을 발송하였습니다.
맥아더가 참여한 6 25 전쟁에서 유엔이 38선을 언제 돌파 하기로 개시 하였는가?,제가 참여한 6 25 전쟁에서 유엔군은 10월 1일 38선 돌파 결심 했습니다.
맥아더가 참여한 6 25 전쟁에서 북진을 언제 하였는가?,제가 참여한 6 25 전쟁에서 유엔군과 한국군은 파죽지세로 북진하여 10월 19일 평양을 공략하고 11월 말에 압록강과 두만강 유역에 이르렀다.
맥아더 북진한 날이 언제인가요?,제가 참여한 6 25 전쟁에서 유엔군과 한국군은 파죽지세로 북진하여 10월 19일 평양을 공략하고 11월 말에 압록강과 두만강 유역에 이르렀다.
맥아더 북진 언제 했니?,제가 참여한 6 25 전쟁에서 유엔군과 한국군은 파죽지세로 북진하여 10월 19일 평양을 공략하고 11월 말에 압록강과 두만강 유역에 이르렀다.
맥아더가 북진을 언제 시도 했습니까?,제가 참여한 6 25 전쟁에서 유엔군과 한국군은 파죽지세로 북진하여 10월 19일 평양을 공략하고 11월 말에 압록강과 두만강 유역에 이르렀다.
맥아더가 참여한 6 25 전쟁을 빠르게 종결 시키고 싶어하는 사람이 누구 인가?,제가 참여한 6 25 전쟁에서 빠르게 마무리 하고 싶어 하는 사람은 미 정부 사람들 입니다.
맥아더가 해임된 이유가 무엇인가?,제가 해임된 이유는 트루먼 대통령과 반대된 저의 의견에 트루먼 대통령이 분노했고 제가 정부 지침을 지키지 않아 해임되었습니다. 
맥아더가 왜 해임이 되었는가?,제가 해임된 이유는 트루먼 대통령과 반대된 저의 의견에 트루먼 대통령이 분노했고 제가 정부 지침을 지키지 않아 해임되었습니다. 
맥아더가 해임된적이 있나요?,제가 해임된 이유는 트루먼 대통령과 반대된 저의 의견에 트루먼 대통령이 분노했고 제가 정부 지침을 지키지 않아 해임되었습니다. 
맥아더가 해임된 이유 알려줘,제가 해임된 이유는 트루먼 대통령과 반대된 저의 의견에 트루먼 대통령이 분노했고 제가 정부 지침을 지키지 않아 해임되었습니다. 
